,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
190,51,housemaid,married,unknown,no,yes,yes,cellular,apr,thu,132,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
191,41,technician,married,university.degree,no,yes,no,cellular,nov,fri,12,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
192,58,management,married,university.degree,no,no,no,cellular,jul,wed,292,6,999,1,failure,-2.9,92.469,-33.6,0.903,5076.2,no
193,38,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,476,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
194,28,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,237,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
195,50,entrepreneur,married,university.degree,no,no,no,telephone,jun,tue,424,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
196,54,services,married,basic.4y,no,yes,yes,cellular,aug,wed,250,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
197,32,management,married,high.school,no,yes,no,telephone,may,fri,119,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
198,51,admin.,married,high.school,no,no,no,cellular,aug,wed,301,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
199,29,management,single,university.degree,no,yes,no,cellular,mar,mon,154,2,999,1,failure,-1.8,93.369,-34.8,0.652,5008.7,no
200,95,retired,divorced,basic.6y,no,no,no,cellular,mar,thu,85,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.65,5099.1,no
201,76,management,married,unknown,no,no,no,cellular,sep,fri,879,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,yes
202,57,retired,married,unknown,unknown,yes,no,telephone,may,fri,529,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
203,22,student,single,basic.9y,no,no,no,cellular,may,thu,85,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1,no
204,49,retired,married,high.school,no,no,no,cellular,may,mon,47,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
205,37,admin.,single,high.school,no,yes,no,telephone,may,fri,26,6,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
206,60,admin.,divorced,high.school,unknown,yes,no,cellular,may,fri,83,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
207,26,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,36,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
208,56,technician,married,basic.9y,no,yes,no,telephone,may,wed,52,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
209,39,admin.,single,university.degree,no,no,no,cellular,may,wed,68,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
210,34,admin.,single,university.degree,no,yes,no,cellular,nov,wed,249,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
211,25,technician,single,professional.course,no,yes,no,cellular,jul,thu,660,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
212,35,unknown,married,basic.9y,no,no,no,telephone,may,wed,89,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
213,48,admin.,married,university.degree,no,no,no,cellular,nov,fri,233,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
214,31,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,1051,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
215,31,admin.,single,university.degree,no,no,no,cellular,aug,wed,222,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
216,27,unemployed,single,university.degree,no,yes,no,cellular,mar,mon,269,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.56,5099.1,no
217,27,technician,single,professional.course,no,no,no,cellular,jun,tue,136,2,999,0,nonexistent,-1.7,94.055,-39.8,0.737,4991.6,no
218,42,unemployed,married,unknown,no,no,no,cellular,aug,thu,175,4,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,yes
219,33,self-employed,married,basic.9y,no,unknown,unknown,cellular,may,tue,328,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
220,29,management,single,university.degree,no,no,no,cellular,nov,wed,62,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
221,42,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,313,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
222,33,admin.,single,university.degree,unknown,no,yes,cellular,apr,fri,526,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
223,26,technician,single,professional.course,no,yes,no,cellular,jun,wed,102,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
224,53,admin.,divorced,university.degree,no,no,no,cellular,mar,thu,2486,1,999,0,nonexistent,-1.8,93.369,-34.8,0.654,5008.7,yes
225,49,services,married,high.school,no,yes,yes,cellular,may,thu,291,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
226,44,housemaid,married,high.school,no,no,no,cellular,nov,fri,144,6,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
227,43,services,married,high.school,no,yes,no,telephone,jun,wed,83,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
228,53,blue-collar,married,basic.4y,unknown,no,no,cellular,apr,mon,165,4,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
229,58,admin.,married,university.degree,no,no,no,cellular,aug,tue,373,4,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,no
230,30,technician,married,professional.course,no,yes,no,cellular,nov,tue,613,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
231,36,services,married,basic.9y,no,yes,no,cellular,aug,fri,215,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,yes
232,54,housemaid,divorced,unknown,no,no,no,telephone,may,mon,167,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
233,42,admin.,married,university.degree,no,yes,yes,cellular,jul,tue,156,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
234,52,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,138,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
235,53,management,single,professional.course,unknown,no,no,cellular,jul,wed,76,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
236,33,technician,married,university.degree,no,no,no,cellular,nov,wed,200,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
237,28,technician,single,professional.course,no,no,no,cellular,jul,wed,76,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
238,47,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,224,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
239,33,services,single,high.school,no,no,no,telephone,jun,fri,9,18,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
240,31,technician,single,university.degree,no,yes,no,cellular,jul,fri,800,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
241,50,unemployed,married,basic.4y,unknown,yes,no,telephone,may,mon,272,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
242,32,technician,single,university.degree,no,no,no,cellular,may,fri,44,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,no
243,33,services,married,professional.course,unknown,yes,no,cellular,may,wed,160,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
244,47,technician,married,professional.course,no,no,no,cellular,nov,tue,233,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
245,39,services,single,high.school,no,yes,no,telephone,jun,wed,205,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
246,56,admin.,married,university.degree,no,no,yes,cellular,aug,thu,260,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
247,40,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,72,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
248,30,admin.,single,university.degree,no,yes,no,cellular,nov,tue,187,2,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
249,44,blue-collar,married,basic.4y,no,no,no,cellular,jul,tue,115,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
250,35,blue-collar,married,high.school,no,yes,no,cellular,may,fri,130,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
251,28,technician,single,professional.course,no,no,no,cellular,may,wed,116,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
252,32,self-employed,single,professional.course,no,unknown,unknown,cellular,aug,tue,151,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
253,38,self-employed,married,professional.course,no,no,no,cellular,jul,wed,350,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
254,43,admin.,married,high.school,no,yes,yes,cellular,jul,mon,183,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
255,29,admin.,married,university.degree,no,yes,yes,cellular,jul,tue,256,2,6,1,success,-1.7,94.215,-40.3,0.835,4991.6,no
256,32,technician,married,high.school,no,no,no,cellular,may,fri,56,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
257,26,admin.,married,high.school,no,no,no,cellular,jul,thu,269,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
258,71,housemaid,married,basic.4y,no,yes,no,cellular,nov,tue,193,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
259,27,admin.,married,high.school,no,no,no,cellular,may,mon,88,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
260,56,entrepreneur,married,university.degree,no,yes,no,cellular,apr,thu,266,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
261,45,housemaid,married,basic.4y,unknown,no,no,cellular,aug,tue,137,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
262,57,management,divorced,university.degree,unknown,yes,yes,cellular,nov,thu,114,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
263,27,admin.,single,university.degree,no,yes,no,cellular,aug,tue,168,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,no
264,25,services,single,professional.course,no,yes,no,telephone,jun,thu,18,3,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
265,41,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,88,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
266,41,entrepreneur,divorced,unknown,no,no,no,cellular,may,fri,242,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
267,40,technician,married,basic.9y,no,no,no,telephone,may,tue,135,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
268,53,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,182,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
269,24,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,178,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
270,55,services,married,basic.6y,unknown,no,no,cellular,jul,tue,31,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
271,45,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon,129,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
272,51,housemaid,married,high.school,no,yes,no,cellular,jul,wed,44,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
273,31,blue-collar,married,basic.9y,unknown,yes,yes,cellular,jul,tue,656,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
274,54,technician,married,professional.course,unknown,no,yes,cellular,jul,thu,157,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
275,39,management,single,basic.9y,no,yes,no,cellular,nov,mon,125,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
276,41,self-employed,married,basic.9y,unknown,yes,no,cellular,jul,fri,909,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
277,38,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,438,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
278,36,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,300,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
279,47,technician,married,professional.course,no,yes,no,telephone,may,thu,111,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
280,67,retired,married,professional.course,no,no,no,cellular,sep,fri,116,2,999,0,nonexistent,-1.1,94.199,-37.5,0.883,4963.6,no
281,65,retired,married,basic.4y,no,unknown,unknown,cellular,apr,tue,106,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
282,28,services,single,high.school,no,unknown,unknown,cellular,may,tue,48,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
283,40,admin.,divorced,professional.course,no,no,no,telephone,may,mon,102,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
284,35,self-employed,single,university.degree,no,yes,no,cellular,jul,thu,106,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
285,49,technician,married,university.degree,no,no,no,cellular,jul,mon,147,15,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
286,44,admin.,married,university.degree,no,no,no,cellular,nov,fri,77,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
287,30,management,married,basic.9y,no,yes,no,telephone,may,tue,68,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
288,49,management,divorced,high.school,unknown,no,no,telephone,jun,wed,319,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
289,57,management,divorced,university.degree,no,yes,no,telephone,may,fri,754,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
290,19,student,single,basic.9y,no,yes,no,cellular,nov,wed,182,1,999,1,failure,-1.1,94.76700000000001,-50.8,1.048,4963.6,no
291,40,admin.,married,professional.course,no,unknown,unknown,cellular,may,tue,305,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
292,55,retired,married,basic.9y,unknown,no,no,cellular,may,wed,674,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
293,26,admin.,single,university.degree,no,yes,no,telephone,oct,mon,251,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,4.912,5195.8,yes
294,31,admin.,single,university.degree,no,yes,no,cellular,aug,fri,292,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
295,39,technician,married,professional.course,no,yes,no,cellular,aug,thu,110,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
296,56,housemaid,married,high.school,no,yes,yes,telephone,may,mon,290,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.354,5099.1,no
297,26,blue-collar,single,basic.6y,unknown,no,no,cellular,jul,tue,333,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
298,56,entrepreneur,divorced,university.degree,no,unknown,unknown,cellular,apr,wed,121,2,999,1,failure,-1.8,93.075,-47.1,1.4980000000000002,5099.1,no
299,50,services,married,high.school,no,no,no,telephone,may,thu,134,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
300,57,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,tue,47,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
301,39,services,married,high.school,no,no,yes,telephone,may,tue,480,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
302,26,unemployed,single,high.school,no,yes,no,telephone,jul,fri,23,1,999,0,nonexistent,-1.7,94.215,-40.3,0.8220000000000001,4991.6,no
303,57,technician,married,basic.9y,no,yes,no,telephone,may,tue,412,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
304,44,self-employed,married,university.degree,unknown,unknown,unknown,telephone,may,fri,38,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
305,52,self-employed,married,university.degree,no,yes,no,telephone,may,fri,83,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
306,26,admin.,single,university.degree,no,no,yes,cellular,jul,tue,148,4,999,0,nonexistent,-2.9,92.469,-33.6,0.9079999999999999,5076.2,no
307,46,blue-collar,married,basic.9y,no,no,no,telephone,nov,wed,66,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
308,27,admin.,single,high.school,no,no,no,telephone,may,wed,444,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
309,50,admin.,married,high.school,no,no,no,cellular,nov,tue,87,3,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
310,48,unknown,married,unknown,unknown,yes,no,cellular,jul,tue,198,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
311,43,admin.,married,high.school,no,no,no,cellular,may,wed,140,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
312,40,admin.,divorced,professional.course,unknown,no,no,telephone,jul,thu,343,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no
313,36,blue-collar,married,high.school,unknown,no,no,telephone,may,wed,713,4,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
314,35,self-employed,married,university.degree,no,yes,no,cellular,jul,mon,192,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
315,59,retired,married,high.school,no,yes,no,cellular,jul,fri,1448,17,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
316,28,technician,single,university.degree,no,yes,no,cellular,jul,tue,175,5,999,0,nonexistent,-1.7,94.215,-40.3,0.8759999999999999,4991.6,no
317,33,admin.,single,university.degree,no,no,no,cellular,nov,thu,291,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
318,40,management,married,university.degree,no,no,no,cellular,aug,mon,94,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
319,32,technician,single,professional.course,no,yes,no,cellular,may,fri,152,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
320,31,technician,single,high.school,no,yes,no,cellular,aug,thu,92,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
321,30,blue-collar,married,professional.course,no,yes,no,cellular,nov,wed,107,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
322,59,retired,divorced,basic.4y,unknown,no,no,telephone,may,tue,273,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
323,30,technician,single,professional.course,no,no,no,telephone,may,tue,84,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
324,28,management,married,university.degree,no,no,no,telephone,jun,mon,138,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
325,33,admin.,single,university.degree,no,no,no,cellular,aug,wed,184,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
326,41,technician,married,professional.course,no,no,no,telephone,may,tue,148,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
327,44,unemployed,married,basic.9y,unknown,yes,no,telephone,jul,wed,73,10,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
328,37,services,married,high.school,no,no,no,telephone,may,fri,427,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
329,48,management,married,university.degree,no,yes,no,telephone,may,wed,353,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
330,46,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,131,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
331,44,services,married,high.school,unknown,yes,yes,cellular,aug,fri,34,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
332,55,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,172,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
333,34,admin.,married,university.degree,no,yes,no,telephone,may,fri,154,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
334,40,blue-collar,married,high.school,unknown,yes,no,telephone,may,mon,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
335,27,blue-collar,single,basic.4y,unknown,no,yes,telephone,may,wed,179,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
336,33,technician,married,university.degree,no,yes,no,cellular,jul,thu,52,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
337,30,blue-collar,single,basic.4y,unknown,no,no,telephone,jun,fri,402,22,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
338,33,technician,single,university.degree,no,yes,yes,cellular,nov,fri,710,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes
339,49,admin.,divorced,high.school,no,unknown,unknown,cellular,apr,fri,88,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
340,48,admin.,married,university.degree,no,yes,no,cellular,apr,thu,141,1,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,yes
341,38,admin.,married,university.degree,no,no,no,cellular,aug,thu,395,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
342,46,unemployed,married,university.degree,no,yes,yes,cellular,sep,mon,161,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7709999999999999,5017.5,no
343,49,blue-collar,married,high.school,no,no,no,telephone,may,mon,560,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
344,34,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,184,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
345,33,blue-collar,single,basic.6y,no,no,no,cellular,jul,thu,854,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
346,39,admin.,married,high.school,no,no,yes,telephone,jun,mon,422,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
347,35,blue-collar,married,professional.course,no,yes,yes,telephone,apr,fri,114,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
